User;nRatings;LearningMethod;lambda;nfeatures;fold;Linear AccuracyError;Linear MAE;Linear RMSE;Linear Spearman;Gaussian AccuracyError;Gaussian MAE;Gaussian RMSE;Gaussian Spearman;Polynomial AccuracyError;Polynomial MAE;Polynomial RMSE;Polynomial Spearman
http://soa4all.isoco.net/luf/users/movies536;28;SIMPLE_ONLINE;1.0;0;0;1.0;2.3333333333333335;2.516611478423583;-3.75;1.0;2.3333333333333335;2.516611478423583;-3.75;1.0;2.3333333333333335;2.516611478423583;-3.75
http://soa4all.isoco.net/luf/users/movies536;28;SIMPLE_ONLINE;1.0;0;1;0.6666666666666667;1.3333333333333333;1.632993161855452;-1.0;0.6666666666666667;1.3333333333333333;1.632993161855452;-1.0;0.6666666666666667;1.3333333333333333;1.632993161855452;-1.0
http://soa4all.isoco.net/luf/users/movies536;28;SIMPLE_ONLINE;1.0;0;2;1.0;2.0;2.0;-2.0;1.0;2.0;2.0;-2.0;1.0;2.0;2.0;-2.0
http://soa4all.isoco.net/luf/users/movies536;28;SIMPLE_ONLINE;1.0;0;3;0.6666666666666667;0.6666666666666666;0.816496580927726;0.5;0.6666666666666667;0.6666666666666666;0.816496580927726;0.5;0.6666666666666667;0.6666666666666666;0.816496580927726;0.5
http://soa4all.isoco.net/luf/users/movies536;28;SIMPLE_ONLINE;1.0;0;4;0.33333333333333337;0.3333333333333333;0.5773502691896257;0.75;0.33333333333333337;0.3333333333333333;0.5773502691896257;0.75;0.33333333333333337;0.3333333333333333;0.5773502691896257;0.75
http://soa4all.isoco.net/luf/users/movies536;28;SIMPLE_ONLINE;1.0;0;5;0.6666666666666667;0.6666666666666666;0.816496580927726;0.5;0.6666666666666667;0.6666666666666666;0.816496580927726;0.5;0.6666666666666667;0.6666666666666666;0.816496580927726;0.5
http://soa4all.isoco.net/luf/users/movies536;28;SIMPLE_ONLINE;1.0;0;6;0.33333333333333337;0.6666666666666666;1.1547005383792515;0.0;0.33333333333333337;0.6666666666666666;1.1547005383792515;0.0;0.33333333333333337;0.6666666666666666;1.1547005383792515;0.0
http://soa4all.isoco.net/luf/users/movies536;28;SIMPLE_ONLINE;1.0;0;7;0.6666666666666667;1.3333333333333333;1.8257418583505538;-1.5;0.6666666666666667;1.3333333333333333;1.8257418583505538;-1.5;0.6666666666666667;1.3333333333333333;1.8257418583505538;-1.5
http://soa4all.isoco.net/luf/users/movies536;28;SIMPLE_ONLINE;1.0;0;8;0.5;0.5;0.7071067811865476;0.0;0.5;0.5;0.7071067811865476;0.0;0.5;0.5;0.7071067811865476;0.0
http://soa4all.isoco.net/luf/users/movies536;28;SIMPLE_ONLINE;1.0;0;9;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
http://soa4all.isoco.net/luf/users/movies536;28;ONEVSALL_BATCH;1.0;0;0;1.0;2.1474836443333333E9;2.1474836443333333E9;-3.4587645020093809E18;1.0;2.1474836443333333E9;2.1474836443333333E9;-3.4587645020093809E18;1.0;2.1474836443333333E9;2.1474836443333333E9;-3.4587645020093809E18
http://soa4all.isoco.net/luf/users/movies536;28;ONEVSALL_BATCH;1.0;0;1;1.0;2.1474836433333333E9;2.1474836433333333E9;-3.4587644987881554E18;1.0;2.1474836433333333E9;2.1474836433333333E9;-3.4587644987881554E18;1.0;2.1474836433333333E9;2.1474836433333333E9;-3.4587644987881554E18
http://soa4all.isoco.net/luf/users/movies536;28;ONEVSALL_BATCH;1.0;0;2;1.0;2.147483644E9;2.147483644E9;-3.458764500935639E18;1.0;2.147483644E9;2.147483644E9;-3.458764500935639E18;1.0;2.147483644E9;2.147483644E9;-3.458764500935639E18
http://soa4all.isoco.net/luf/users/movies536;28;ONEVSALL_BATCH;1.0;0;3;1.0;2.1474836426666667E9;2.1474836426666665E9;-3.4587644966406717E18;1.0;2.1474836426666667E9;2.1474836426666665E9;-3.4587644966406717E18;1.0;2.1474836426666667E9;2.1474836426666665E9;-3.4587644966406717E18
http://soa4all.isoco.net/luf/users/movies536;28;ONEVSALL_BATCH;1.0;0;4;1.0;2.1474836423333333E9;2.1474836423333333E9;-3.4587644955669299E18;1.0;2.1474836423333333E9;2.1474836423333333E9;-3.4587644955669299E18;1.0;2.1474836423333333E9;2.1474836423333333E9;-3.4587644955669299E18
http://soa4all.isoco.net/luf/users/movies536;28;ONEVSALL_BATCH;1.0;0;5;1.0;2.1474836426666667E9;2.1474836426666665E9;-3.4587644966406717E18;1.0;2.1474836426666667E9;2.1474836426666665E9;-3.4587644966406717E18;1.0;2.1474836426666667E9;2.1474836426666665E9;-3.4587644966406717E18
http://soa4all.isoco.net/luf/users/movies536;28;ONEVSALL_BATCH;1.0;0;6;1.0;2.1474836426666667E9;2.1474836426666665E9;-3.4587644966406717E18;1.0;2.1474836426666667E9;2.1474836426666665E9;-3.4587644966406717E18;1.0;2.1474836426666667E9;2.1474836426666665E9;-3.4587644966406717E18
http://soa4all.isoco.net/luf/users/movies536;28;ONEVSALL_BATCH;1.0;0;7;1.0;2.1474836433333333E9;2.1474836433333333E9;-3.4587644987881554E18;1.0;2.1474836433333333E9;2.1474836433333333E9;-3.4587644987881554E18;1.0;2.1474836433333333E9;2.1474836433333333E9;-3.4587644987881554E18
http://soa4all.isoco.net/luf/users/movies536;28;ONEVSALL_BATCH;1.0;0;8;1.0;2.1474836425E9;2.1474836425E9;-9.2233719896101356E18;1.0;2.1474836425E9;2.1474836425E9;-9.2233719896101356E18;1.0;2.1474836425E9;2.1474836425E9;-9.2233719896101356E18
http://soa4all.isoco.net/luf/users/movies536;28;ONEVSALL_BATCH;1.0;0;9;1.0;2.147483642E9;2.147483642E9;-9.2233719853151683E18;1.0;2.147483642E9;2.147483642E9;-9.2233719853151683E18;1.0;2.147483642E9;2.147483642E9;-9.2233719853151683E18
