utente;lambda;nfeatures;fold;Linear MAE;Gaussian MAE;Polynomial MAE;Linear RMSE;Gaussian RMSE;Polynomial RMSE;Linear Spearman;Gaussian Spearman;Polynomial Spearman
http://soa4all.isoco.net/luf/users/movies13;1.0;6;0;1.3333333333333333;1.0833333333333333;1.75;1.5275252316519468;1.3844373104863459;2.0615528128088303;0.9020979020979021;0.9195804195804196;0.8216783216783217
http://soa4all.isoco.net/luf/users/movies13;1.0;6;1;0.9166666666666666;0.75;1.0;1.1902380714238083;1.118033988749895;1.1547005383792515;0.9405594405594405;0.9475524475524475;0.9440559440559441
http://soa4all.isoco.net/luf/users/movies13;1.0;6;2;1.3333333333333333;1.25;1.5;1.7320508075688772;1.707825127659933;1.8257418583505538;0.8741258741258742;0.8776223776223776;0.8601398601398601
http://soa4all.isoco.net/luf/users/movies13;1.0;6;3;1.1666666666666667;1.1666666666666667;1.75;1.4719601443879744;1.4719601443879744;1.8929694486000912;0.9090909090909091;0.9090909090909091;0.8496503496503497
http://soa4all.isoco.net/luf/users/movies13;1.0;6;4;1.5454545454545454;1.1818181818181819;1.4545454545454546;1.9771421064483223;1.7837651700316894;1.8586407545691703;0.8045454545454546;0.8409090909090909;0.8272727272727273
http://soa4all.isoco.net/luf/users/movies13;1.0;6;5;1.5454545454545454;1.1818181818181819;2.272727272727273;1.7837651700316894;1.5666989036012806;2.6457513110645907;0.8409090909090909;0.8772727272727273;0.65
http://soa4all.isoco.net/luf/users/movies13;1.0;6;6;1.0;1.0;1.6363636363636365;1.243163121016122;1.243163121016122;2.088931871468374;0.9227272727272727;0.9227272727272727;0.7818181818181819
http://soa4all.isoco.net/luf/users/movies13;1.0;6;7;0.8181818181818182;1.0;2.8181818181818183;1.087114613009218;1.243163121016122;2.969542358374741;0.9409090909090909;0.9227272727272727;0.5590909090909091
http://soa4all.isoco.net/luf/users/movies13;1.0;6;8;1.7272727272727273;1.7272727272727273;0.8181818181818182;1.9306145983268455;1.9306145983268455;1.4459976109624424;0.8136363636363636;0.8136363636363636;0.8954545454545455
http://soa4all.isoco.net/luf/users/movies13;1.0;6;9;1.1818181818181819;1.8181818181818181;1.1818181818181819;1.5666989036012806;2.256304299271065;1.5666989036012806;0.8772727272727273;0.7454545454545455;0.8772727272727273
http://soa4all.isoco.net/luf/users/movies13;1.0;7;0;1.3333333333333333;1.3333333333333333;1.8333333333333333;1.5275252316519468;1.632993161855452;2.0816659994661326;0.9020979020979021;0.8881118881118881;0.8181818181818181
http://soa4all.isoco.net/luf/users/movies13;1.0;7;1;0.9166666666666666;0.9166666666666666;1.1666666666666667;1.1902380714238083;1.1902380714238083;1.35400640077266;0.9405594405594405;0.9405594405594405;0.9230769230769231
http://soa4all.isoco.net/luf/users/movies13;1.0;7;2;1.25;1.25;2.1666666666666665;1.707825127659933;1.707825127659933;2.516611478423583;0.8776223776223776;0.8776223776223776;0.7342657342657343
http://soa4all.isoco.net/luf/users/movies13;1.0;7;3;1.5;1.3333333333333333;1.5833333333333333;1.7320508075688772;1.7795130420052185;1.7559422921421233;0.8741258741258742;0.8671328671328671;0.8706293706293706
http://soa4all.isoco.net/luf/users/movies13;1.0;7;4;1.5454545454545454;0.8181818181818182;2.4545454545454546;1.9771421064483223;1.1677484162422844;2.6798914496333954;0.8045454545454546;0.9318181818181819;0.6409090909090909
http://soa4all.isoco.net/luf/users/movies13;1.0;7;5;1.5454545454545454;1.1818181818181819;2.090909090909091;1.7837651700316894;1.5666989036012806;2.5045413298101655;0.8409090909090909;0.8772727272727273;0.6863636363636363
http://soa4all.isoco.net/luf/users/movies13;1.0;7;6;1.0;1.0;2.0;1.243163121016122;1.243163121016122;2.412090756622109;0.9227272727272727;0.9227272727272727;0.7090909090909091
http://soa4all.isoco.net/luf/users/movies13;1.0;7;7;0.8181818181818182;0.9090909090909091;1.3636363636363635;1.087114613009218;1.2060453783110545;1.7320508075688772;0.9409090909090909;0.9272727272727272;0.85
http://soa4all.isoco.net/luf/users/movies13;1.0;7;8;1.7272727272727273;2.5454545454545454;1.1818181818181819;1.9306145983268455;2.6285149626910838;1.7320508075688772;0.8136363636363636;0.6545454545454545;0.85
http://soa4all.isoco.net/luf/users/movies13;1.0;7;9;1.6363636363636365;1.8181818181818181;1.8181818181818181;2.088931871468374;2.256304299271065;2.256304299271065;0.7818181818181819;0.7454545454545455;0.7454545454545455
http://soa4all.isoco.net/luf/users/movies13;1.0;8;0;1.3333333333333333;0.9166666666666666;2.0833333333333335;1.5275252316519468;1.2583057392117916;2.598076211353316;0.9020979020979021;0.9335664335664335;0.7167832167832168
http://soa4all.isoco.net/luf/users/movies13;1.0;8;1;0.9166666666666666;0.8333333333333334;1.3333333333333333;1.1902380714238083;1.35400640077266;1.632993161855452;0.9405594405594405;0.9230769230769231;0.8881118881118881
http://soa4all.isoco.net/luf/users/movies13;1.0;8;2;1.25;1.1666666666666667;1.4166666666666667;1.707825127659933;1.5275252316519468;1.8027756377319946;0.8776223776223776;0.9020979020979021;0.8636363636363636
http://soa4all.isoco.net/luf/users/movies13;1.0;8;3;1.0833333333333333;1.3333333333333333;1.25;1.4433756729740645;1.7320508075688772;1.5;0.9125874125874126;0.8741258741258742;0.9055944055944056
