utente;rating Utente;KERNEL_MODE;lambda;nfeatures;fold;Linear MAE;Linear RMSE;Linear Spearman;Gaussian MAE;Gaussian RMSE;Gaussian Spearman;Polynomial MAE;Polynomial RMSE;Polynomial Spearman
http://soa4all.isoco.net/luf/users/movies878;31;SIMPLE_ONLINE;1.0;-1;0;1.5;1.7320508075688772;-0.19999999999999996;1.5;1.7320508075688772;-0.19999999999999996;1.5;1.7320508075688772;-0.19999999999999996
http://soa4all.isoco.net/luf/users/movies878;31;SIMPLE_ONLINE;1.0;-1;1;2.0;2.160246899469287;-2.5;2.0;2.160246899469287;-2.5;2.0;2.160246899469287;-2.5
http://soa4all.isoco.net/luf/users/movies878;31;SIMPLE_ONLINE;1.0;-1;2;2.0;2.449489742783178;-3.5;1.3333333333333333;1.8257418583505538;-1.5;2.0;2.449489742783178;-3.5
http://soa4all.isoco.net/luf/users/movies878;31;SIMPLE_ONLINE;1.0;-1;3;2.0;2.160246899469287;-2.5;1.6666666666666667;1.9148542155126762;-1.75;2.0;2.160246899469287;-2.5
http://soa4all.isoco.net/luf/users/movies878;31;SIMPLE_ONLINE;1.0;-1;4;2.6666666666666665;2.943920288775949;-5.5;1.3333333333333333;1.8257418583505538;-1.5;2.6666666666666665;2.943920288775949;-5.5
http://soa4all.isoco.net/luf/users/movies878;31;SIMPLE_ONLINE;1.0;-1;5;1.3333333333333333;1.4142135623730951;-0.5;1.3333333333333333;1.4142135623730951;-0.5;1.3333333333333333;1.4142135623730951;-0.5
http://soa4all.isoco.net/luf/users/movies878;31;SIMPLE_ONLINE;1.0;-1;6;1.3333333333333333;1.4142135623730951;-0.5;1.3333333333333333;1.4142135623730951;-0.5;1.3333333333333333;1.4142135623730951;-0.5
http://soa4all.isoco.net/luf/users/movies878;31;SIMPLE_ONLINE;1.0;-1;7;2.0;2.0;-2.0;2.0;2.0;-2.0;2.0;2.0;-2.0
http://soa4all.isoco.net/luf/users/movies878;31;SIMPLE_ONLINE;1.0;-1;8;1.3333333333333333;1.8257418583505538;-1.5;1.3333333333333333;1.8257418583505538;-1.5;1.3333333333333333;1.8257418583505538;-1.5
http://soa4all.isoco.net/luf/users/movies878;31;SIMPLE_ONLINE;1.0;-1;9;1.3333333333333333;2.309401076758503;-3.0;1.3333333333333333;2.309401076758503;-3.0;1.3333333333333333;2.309401076758503;-3.0
http://soa4all.isoco.net/luf/users/movies878;31;ONEVSALL_BATCH;1.0;-1;0;0.5;1.0;0.6;1.5;1.7320508075688772;-0.19999999999999996;0.5;1.0;0.6
http://soa4all.isoco.net/luf/users/movies878;31;ONEVSALL_BATCH;1.0;-1;1;0.6666666666666666;1.1547005383792515;0.0;1.0;1.2909944487358056;-0.25;0.6666666666666666;1.1547005383792515;0.0
http://soa4all.isoco.net/luf/users/movies878;31;ONEVSALL_BATCH;1.0;-1;2;1.0;1.2909944487358056;-0.25;0.6666666666666666;0.816496580927726;0.5;1.0;1.2909944487358056;-0.25
http://soa4all.isoco.net/luf/users/movies878;31;ONEVSALL_BATCH;1.0;-1;3;2.0;2.160246899469287;-2.5;0.0;0.0;1.0;2.0;2.160246899469287;-2.5
http://soa4all.isoco.net/luf/users/movies878;31;ONEVSALL_BATCH;1.0;-1;4;1.0;1.7320508075688772;-1.25;1.0;1.7320508075688772;-1.25;1.0;1.7320508075688772;-1.25
http://soa4all.isoco.net/luf/users/movies878;31;ONEVSALL_BATCH;1.0;-1;5;1.0;1.2909944487358056;-0.25;0.6666666666666666;0.816496580927726;0.5;1.0;1.2909944487358056;-0.25
http://soa4all.isoco.net/luf/users/movies878;31;ONEVSALL_BATCH;1.0;-1;6;1.6666666666666667;1.7320508075688772;-1.25;1.0;1.2909944487358056;-0.25;1.6666666666666667;1.7320508075688772;-1.25
http://soa4all.isoco.net/luf/users/movies878;31;ONEVSALL_BATCH;1.0;-1;7;1.0;1.0;0.25;0.3333333333333333;0.5773502691896257;0.75;1.0;1.0;0.25
http://soa4all.isoco.net/luf/users/movies878;31;ONEVSALL_BATCH;1.0;-1;8;1.6666666666666667;2.0816659994661326;-2.25;1.0;1.2909944487358056;-0.25;1.6666666666666667;2.0816659994661326;-2.25
http://soa4all.isoco.net/luf/users/movies878;31;ONEVSALL_BATCH;1.0;-1;9;1.6666666666666667;1.7320508075688772;-1.25;2.0;2.160246899469287;-2.5;1.6666666666666667;1.7320508075688772;-1.25
http://soa4all.isoco.net/luf/users/movies878;31;SOFTMARGIN_BATCH;1.0;-1;0;2.25;2.598076211353316;-1.7000000000000002;1.5;1.7320508075688772;-0.19999999999999996;2.5;2.6457513110645907;-1.7999999999999998
http://soa4all.isoco.net/luf/users/movies878;31;SOFTMARGIN_BATCH;1.0;-1;1;2.0;2.160246899469287;-2.5;2.0;2.160246899469287;-2.5;1.6666666666666667;1.7320508075688772;-1.25
http://soa4all.isoco.net/luf/users/movies878;31;SOFTMARGIN_BATCH;1.0;-1;2;2.0;2.449489742783178;-3.5;2.0;2.449489742783178;-3.5;2.0;2.449489742783178;-3.5
http://soa4all.isoco.net/luf/users/movies878;31;SOFTMARGIN_BATCH;1.0;-1;3;2.0;2.160246899469287;-2.5;2.0;2.160246899469287;-2.5;2.0;2.160246899469287;-2.5
http://soa4all.isoco.net/luf/users/movies878;31;SOFTMARGIN_BATCH;1.0;-1;4;1.6666666666666667;2.0816659994661326;-2.25;1.3333333333333333;1.8257418583505538;-1.5;1.6666666666666667;2.0816659994661326;-2.25
http://soa4all.isoco.net/luf/users/movies878;31;SOFTMARGIN_BATCH;1.0;-1;5;2.6666666666666665;2.70801280154532;-4.5;1.3333333333333333;1.4142135623730951;-0.5;2.6666666666666665;2.70801280154532;-4.5
http://soa4all.isoco.net/luf/users/movies878;31;SOFTMARGIN_BATCH;1.0;-1;6;2.6666666666666665;2.70801280154532;-4.5;1.3333333333333333;1.4142135623730951;-0.5;2.6666666666666665;2.70801280154532;-4.5
http://soa4all.isoco.net/luf/users/movies878;31;SOFTMARGIN_BATCH;1.0;-1;7;2.0;2.0;-2.0;2.0;2.0;-2.0;2.0;2.0;-2.0
http://soa4all.isoco.net/luf/users/movies878;31;SOFTMARGIN_BATCH;1.0;-1;8;2.6666666666666665;2.943920288775949;-5.5;1.3333333333333333;1.8257418583505538;-1.5;2.6666666666666665;2.943920288775949;-5.5
http://soa4all.isoco.net/luf/users/movies878;31;SOFTMARGIN_BATCH;1.0;-1;9;3.0;3.3166247903554;-7.25;1.3333333333333333;2.309401076758503;-3.0;3.0;3.3166247903554;-7.25
http://soa4all.isoco.net/luf/users/movies207;42;SIMPLE_ONLINE;1.0;-1;0;0.6;0.7745966692414834;0.85;0.6;0.7745966692414834;0.85;0.6;0.7745966692414834;0.85
http://soa4all.isoco.net/luf/users/movies207;42;SIMPLE_ONLINE;1.0;-1;1;0.4;0.6324555320336759;0.9;0.4;0.6324555320336759;0.9;0.4;0.6324555320336759;0.9
http://soa4all.isoco.net/luf/users/movies207;42;SIMPLE_ONLINE;1.0;-1;2;0.0;0.0;1.0;0.5;0.7071067811865476;0.8;0.0;0.0;1.0
http://soa4all.isoco.net/luf/users/movies207;42;SIMPLE_ONLINE;1.0;-1;3;0.75;0.8660254037844386;0.7;0.0;0.0;1.0;0.75;0.8660254037844386;0.7
http://soa4all.isoco.net/luf/users/movies207;42;SIMPLE_ONLINE;1.0;-1;4;0.5;0.7071067811865476;0.8;0.75;0.8660254037844386;0.7;0.5;0.7071067811865476;0.8
http://soa4all.isoco.net/luf/users/movies207;42;SIMPLE_ONLINE;1.0;-1;5;0.25;0.5;0.9;0.25;0.5;0.9;0.25;0.5;0.9
http://soa4all.isoco.net/luf/users/movies207;42;SIMPLE_ONLINE;1.0;-1;6;0.25;0.5;0.9;0.25;0.5;0.9;0.25;0.5;0.9
http://soa4all.isoco.net/luf/users/movies207;42;SIMPLE_ONLINE;1.0;-1;7;0.75;1.118033988749895;0.5;1.75;1.9364916731037085;-0.5;2.5;2.7386127875258306;-2.0
http://soa4all.isoco.net/luf/users/movies207;42;SIMPLE_ONLINE;1.0;-1;8;0.5;0.7071067811865476;0.8;1.25;1.5;0.09999999999999998;0.5;0.7071067811865476;0.8
http://soa4all.isoco.net/luf/users/movies207;42;SIMPLE_ONLINE;1.0;-1;9;1.25;1.5;0.09999999999999998;1.25;1.5;0.09999999999999998;1.25;1.3228756555322954;0.30000000000000004
http://soa4all.isoco.net/luf/users/movies207;42;ONEVSALL_BATCH;1.0;-1;0;2.1474836438E9;2.1474836438E9;-1.15292150009713126E18;2.1474836438E9;2.1474836438E9;-1.15292150009713126E18;2.1474836438E9;2.1474836438E9;-1.15292150009713126E18
http://soa4all.isoco.net/luf/users/movies207;42;ONEVSALL_BATCH;1.0;-1;1;2.147483644E9;2.147483644E9;-1.15292150031187968E18;2.147483644E9;2.147483644E9;-1.15292150031187968E18;2.147483644E9;2.147483644E9;-1.15292150031187968E18
http://soa4all.isoco.net/luf/users/movies207;42;ONEVSALL_BATCH;1.0;-1;2;2.147483644E9;2.147483644E9;-1.84467440049900749E18;2.147483644E9;2.147483644E9;-1.84467440049900749E18;2.147483644E9;2.147483644E9;-1.84467440049900749E18
http://soa4all.isoco.net/luf/users/movies207;42;ONEVSALL_BATCH;1.0;-1;3;2.14748364475E9;2.14748364475E9;-1.84467440178749773E18;2.14748364475E9;2.14748364475E9;-1.84467440178749773E18;2.14748364475E9;2.14748364475E9;-1.84467440178749773E18
http://soa4all.isoco.net/luf/users/movies207;42;ONEVSALL_BATCH;1.0;-1;4;2.1474836435E9;2.1474836435E9;-1.84467439964001408E18;2.1474836435E9;2.1474836435E9;-1.84467439964001408E18;2.1474836435E9;2.1474836435E9;-1.84467439964001408E18
http://soa4all.isoco.net/luf/users/movies207;42;ONEVSALL_BATCH;1.0;-1;5;2.14748364375E9;2.14748364375E9;-1.84467440006951066E18;2.14748364375E9;2.14748364375E9;-1.84467440006951066E18;2.14748364375E9;2.14748364375E9;-1.84467440006951066E18
http://soa4all.isoco.net/luf/users/movies207;42;ONEVSALL_BATCH;1.0;-1;6;2.14748364375E9;2.14748364375E9;-1.84467440006951066E18;2.14748364375E9;2.14748364375E9;-1.84467440006951066E18;2.14748364375E9;2.14748364375E9;-1.84467440006951066E18
http://soa4all.isoco.net/luf/users/movies207;42;ONEVSALL_BATCH;1.0;-1;7;2.14748364325E9;2.14748364325E9;-1.84467439921051725E18;2.14748364325E9;2.14748364325E9;-1.84467439921051725E18;2.14748364325E9;2.14748364325E9;-1.84467439921051725E18
http://soa4all.isoco.net/luf/users/movies207;42;ONEVSALL_BATCH;1.0;-1;8;2.1474836435E9;2.1474836435E9;-1.84467439964001408E18;2.1474836435E9;2.1474836435E9;-1.84467439964001408E18;2.1474836435E9;2.1474836435E9;-1.84467439964001408E18
http://soa4all.isoco.net/luf/users/movies207;42;ONEVSALL_BATCH;1.0;-1;9;2.14748364425E9;2.14748364425E9;-1.84467440092850432E18;2.14748364425E9;2.14748364425E9;-1.84467440092850432E18;2.14748364425E9;2.14748364425E9;-1.84467440092850432E18
http://soa4all.isoco.net/luf/users/movies207;42;SOFTMARGIN_BATCH;1.0;-1;0;2.1474836438E9;2.1474836438E9;-1.15292150009713126E18;2.1474836438E9;2.1474836438E9;-1.15292150009713126E18;2.1474836438E9;2.1474836438E9;-1.15292150009713126E18
http://soa4all.isoco.net/luf/users/movies207;42;SOFTMARGIN_BATCH;1.0;-1;1;2.147483644E9;2.147483644E9;-1.15292150031187968E18;2.147483644E9;2.147483644E9;-1.15292150031187968E18;2.147483644E9;2.147483644E9;-1.15292150031187968E18
http://soa4all.isoco.net/luf/users/movies207;42;SOFTMARGIN_BATCH;1.0;-1;2;2.147483644E9;2.147483644E9;-1.84467440049900749E18;2.147483644E9;2.147483644E9;-1.84467440049900749E18;2.147483644E9;2.147483644E9;-1.84467440049900749E18
http://soa4all.isoco.net/luf/users/movies207;42;SOFTMARGIN_BATCH;1.0;-1;3;2.14748364475E9;2.14748364475E9;-1.84467440178749773E18;2.14748364475E9;2.14748364475E9;-1.84467440178749773E18;2.14748364475E9;2.14748364475E9;-1.84467440178749773E18
http://soa4all.isoco.net/luf/users/movies207;42;SOFTMARGIN_BATCH;1.0;-1;4;2.1474836435E9;2.1474836435E9;-1.84467439964001408E18;2.1474836435E9;2.1474836435E9;-1.84467439964001408E18;2.1474836435E9;2.1474836435E9;-1.84467439964001408E18
http://soa4all.isoco.net/luf/users/movies207;42;SOFTMARGIN_BATCH;1.0;-1;5;2.14748364375E9;2.14748364375E9;-1.84467440006951066E18;2.14748364375E9;2.14748364375E9;-1.84467440006951066E18;2.14748364375E9;2.14748364375E9;-1.84467440006951066E18
http://soa4all.isoco.net/luf/users/movies207;42;SOFTMARGIN_BATCH;1.0;-1;6;2.14748364375E9;2.14748364375E9;-1.84467440006951066E18;2.14748364375E9;2.14748364375E9;-1.84467440006951066E18;2.14748364375E9;2.14748364375E9;-1.84467440006951066E18
http://soa4all.isoco.net/luf/users/movies207;42;SOFTMARGIN_BATCH;1.0;-1;7;2.14748364325E9;2.14748364325E9;-1.84467439921051725E18;2.14748364325E9;2.14748364325E9;-1.84467439921051725E18;2.14748364325E9;2.14748364325E9;-1.84467439921051725E18
http://soa4all.isoco.net/luf/users/movies207;42;SOFTMARGIN_BATCH;1.0;-1;8;2.1474836435E9;2.1474836435E9;-1.84467439964001408E18;2.1474836435E9;2.1474836435E9;-1.84467439964001408E18;2.1474836435E9;2.1474836435E9;-1.84467439964001408E18
http://soa4all.isoco.net/luf/users/movies207;42;SOFTMARGIN_BATCH;1.0;-1;9;2.14748364425E9;2.14748364425E9;-1.84467440092850432E18;2.14748364425E9;2.14748364425E9;-1.84467440092850432E18;2.14748364425E9;2.14748364425E9;-1.84467440092850432E18
http://soa4all.isoco.net/luf/users/movies664;31;SIMPLE_ONLINE;1.0;-1;0;0.5;0.7071067811865476;0.8;0.25;0.5;0.9;0.5;0.7071067811865476;0.8
http://soa4all.isoco.net/luf/users/movies664;31;SIMPLE_ONLINE;1.0;-1;1;0.6666666666666666;0.816496580927726;0.5;0.6666666666666666;0.816496580927726;0.5;0.6666666666666666;0.816496580927726;0.5
http://soa4all.isoco.net/luf/users/movies664;31;SIMPLE_ONLINE;1.0;-1;2;0.6666666666666666;0.816496580927726;0.5;0.6666666666666666;0.816496580927726;0.5;0.6666666666666666;0.816496580927726;0.5
http://soa4all.isoco.net/luf/users/movies664;31;SIMPLE_ONLINE;1.0;-1;3;1.3333333333333333;1.632993161855452;-1.0;1.6666666666666667;2.0816659994661326;-2.25;1.3333333333333333;1.632993161855452;-1.0
http://soa4all.isoco.net/luf/users/movies664;31;SIMPLE_ONLINE;1.0;-1;4;0.6666666666666666;0.816496580927726;0.5;0.6666666666666666;0.816496580927726;0.5;0.6666666666666666;0.816496580927726;0.5
http://soa4all.isoco.net/luf/users/movies664;31;SIMPLE_ONLINE;1.0;-1;5;1.3333333333333333;1.4142135623730951;-0.5;1.3333333333333333;1.4142135623730951;-0.5;1.3333333333333333;1.4142135623730951;-0.5
http://soa4all.isoco.net/luf/users/movies664;31;SIMPLE_ONLINE;1.0;-1;6;0.3333333333333333;0.5773502691896257;0.75;0.3333333333333333;0.5773502691896257;0.75;0.3333333333333333;0.5773502691896257;0.75
http://soa4all.isoco.net/luf/users/movies664;31;SIMPLE_ONLINE;1.0;-1;7;0.3333333333333333;0.5773502691896257;0.75;0.3333333333333333;0.5773502691896257;0.75;0.3333333333333333;0.5773502691896257;0.75
http://soa4all.isoco.net/luf/users/movies664;31;SIMPLE_ONLINE;1.0;-1;8;0.3333333333333333;0.5773502691896257;0.75;0.6666666666666666;0.816496580927726;0.5;0.3333333333333333;0.5773502691896257;0.75
http://soa4all.isoco.net/luf/users/movies664;31;SIMPLE_ONLINE;1.0;-1;9;1.3333333333333333;1.4142135623730951;-0.5;0.6666666666666666;0.816496580927726;0.5;1.6666666666666667;1.7320508075688772;-1.25
http://soa4all.isoco.net/luf/users/movies664;31;ONEVSALL_BATCH;1.0;-1;0;2.147483643E9;2.147483643E9;-1.84467439878102067E18;2.147483643E9;2.147483643E9;-1.84467439878102067E18;2.147483643E9;2.147483643E9;-1.84467439878102067E18
http://soa4all.isoco.net/luf/users/movies664;31;ONEVSALL_BATCH;1.0;-1;1;2.147483643E9;2.147483643E9;-3.4587644977144136E18;2.147483643E9;2.147483643E9;-3.4587644977144136E18;2.147483643E9;2.147483643E9;-3.4587644977144136E18
http://soa4all.isoco.net/luf/users/movies664;31;ONEVSALL_BATCH;1.0;-1;2;2.1474836436666667E9;2.1474836436666665E9;-3.4587644998618972E18;2.1474836436666667E9;2.1474836436666665E9;-3.4587644998618972E18;2.1474836436666667E9;2.1474836436666665E9;-3.4587644998618972E18
http://soa4all.isoco.net/luf/users/movies664;31;ONEVSALL_BATCH;1.0;-1;3;2.1474836443333333E9;2.1474836443333333E9;-3.4587645020093809E18;2.1474836443333333E9;2.1474836443333333E9;-3.4587645020093809E18;2.1474836443333333E9;2.1474836443333333E9;-3.4587645020093809E18
http://soa4all.isoco.net/luf/users/movies664;31;ONEVSALL_BATCH;1.0;-1;4;2.1474836436666667E9;2.1474836436666665E9;-3.4587644998618972E18;2.1474836436666667E9;2.1474836436666665E9;-3.4587644998618972E18;2.1474836436666667E9;2.1474836436666665E9;-3.4587644998618972E18
http://soa4all.isoco.net/luf/users/movies664;31;ONEVSALL_BATCH;1.0;-1;5;2.1474836443333333E9;2.1474836443333333E9;-3.4587645020093809E18;2.1474836443333333E9;2.1474836443333333E9;-3.4587645020093809E18;2.1474836443333333E9;2.1474836443333333E9;-3.4587645020093809E18
http://soa4all.isoco.net/luf/users/movies664;31;ONEVSALL_BATCH;1.0;-1;6;2.1474836433333333E9;2.1474836433333333E9;-3.4587644987881554E18;2.1474836433333333E9;2.1474836433333333E9;-3.4587644987881554E18;2.1474836433333333E9;2.1474836433333333E9;-3.4587644987881554E18
http://soa4all.isoco.net/luf/users/movies664;31;ONEVSALL_BATCH;1.0;-1;7;2.1474836433333333E9;2.1474836433333333E9;-3.4587644987881554E18;2.1474836433333333E9;2.1474836433333333E9;-3.4587644987881554E18;2.1474836433333333E9;2.1474836433333333E9;-3.4587644987881554E18
http://soa4all.isoco.net/luf/users/movies664;31;ONEVSALL_BATCH;1.0;-1;8;2.1474836426666667E9;2.1474836426666665E9;-3.4587644966406717E18;2.1474836426666667E9;2.1474836426666665E9;-3.4587644966406717E18;2.1474836426666667E9;2.1474836426666665E9;-3.4587644966406717E18
http://soa4all.isoco.net/luf/users/movies664;31;ONEVSALL_BATCH;1.0;-1;9;2.1474836436666667E9;2.1474836436666665E9;-3.4587644998618972E18;2.1474836436666667E9;2.1474836436666665E9;-3.4587644998618972E18;2.1474836436666667E9;2.1474836436666665E9;-3.4587644998618972E18
http://soa4all.isoco.net/luf/users/movies664;31;SOFTMARGIN_BATCH;1.0;-1;0;2.147483643E9;2.147483643E9;-1.84467439878102067E18;2.147483643E9;2.147483643E9;-1.84467439878102067E18;2.147483643E9;2.147483643E9;-1.84467439878102067E18
