utente;probability;nfeatures;fold;Linear MAE;Gaussian MAE;Polynomial MAE;Linear RMSE;Gaussian RMSE;Polynomial RMSE;Linear Spearman;Gaussian Spearman;Polynomial Spearman
http://soa4all.isoco.net/luf/users/movies537;0.0;0;1;1.5555555555555556;1.5555555555555556;1.5555555555555556;1.699673171197595;1.699673171197595;1.699673171197595;0.7833333333333333;0.7833333333333333;0.7833333333333333
http://soa4all.isoco.net/luf/users/movies537;0.0;0;2;1.3333333333333333;1.3333333333333333;1.3333333333333333;1.4907119849998598;1.4907119849998598;1.4907119849998598;0.8333333333333334;0.8333333333333334;0.8333333333333334
http://soa4all.isoco.net/luf/users/movies537;0.0;0;3;0.6666666666666666;0.6666666666666666;0.6666666666666666;1.0540925533894598;1.0540925533894598;1.0540925533894598;0.9166666666666666;0.9166666666666666;0.9166666666666666
http://soa4all.isoco.net/luf/users/movies537;0.0;0;4;1.1111111111111112;1.1111111111111112;1.1111111111111112;1.247219128924647;1.247219128924647;1.247219128924647;0.8833333333333333;0.8833333333333333;0.8833333333333333
http://soa4all.isoco.net/luf/users/movies537;0.0;0;5;1.1111111111111112;1.1111111111111112;1.1111111111111112;1.1547005383792515;1.1547005383792515;1.1547005383792515;0.9;0.9;0.9
http://soa4all.isoco.net/luf/users/movies537;0.0;0;6;0.75;0.75;0.75;0.8660254037844386;0.8660254037844386;0.8660254037844386;0.9285714285714286;0.9285714285714286;0.9285714285714286
http://soa4all.isoco.net/luf/users/movies537;0.0;0;7;1.25;1.25;1.25;1.3228756555322954;1.3228756555322954;1.3228756555322954;0.8333333333333334;0.8333333333333334;0.8333333333333334
http://soa4all.isoco.net/luf/users/movies537;0.0;0;8;1.25;1.25;1.25;1.5;1.5;1.5;0.7857142857142857;0.7857142857142857;0.7857142857142857
http://soa4all.isoco.net/luf/users/movies537;0.0;0;9;1.375;1.375;1.375;1.620185174601965;1.620185174601965;1.620185174601965;0.75;0.75;0.75
http://soa4all.isoco.net/luf/users/movies303;0.0;0;0;1.1;1.1;1.1;1.51657508881031;1.51657508881031;1.51657508881031;0.8606060606060606;0.8606060606060606;0.8606060606060606
http://soa4all.isoco.net/luf/users/movies303;0.0;0;1;0.8;0.8;0.8;1.2649110640673518;1.2649110640673518;1.2649110640673518;0.9030303030303031;0.9030303030303031;0.9030303030303031
http://soa4all.isoco.net/luf/users/movies303;0.0;0;2;1.2;1.2;1.2;1.61245154965971;1.61245154965971;1.61245154965971;0.8424242424242424;0.8424242424242424;0.8424242424242424
http://soa4all.isoco.net/luf/users/movies303;0.0;0;3;1.6666666666666667;1.6666666666666667;1.6666666666666667;1.9720265943665387;1.9720265943665387;1.9720265943665387;0.7083333333333333;0.7083333333333333;0.7083333333333333
http://soa4all.isoco.net/luf/users/movies303;0.0;0;4;0.8888888888888888;0.8888888888888888;0.8888888888888888;1.1547005383792515;1.1547005383792515;1.1547005383792515;0.9;0.9;0.9
http://soa4all.isoco.net/luf/users/movies303;0.0;0;5;1.2222222222222223;1.2222222222222223;1.2222222222222223;1.3743685418725535;1.3743685418725535;1.3743685418725535;0.8583333333333334;0.8583333333333334;0.8583333333333334
http://soa4all.isoco.net/luf/users/movies303;0.0;0;6;1.4444444444444444;1.4444444444444444;1.4444444444444444;1.7950549357115013;1.7950549357115013;1.7950549357115013;0.7583333333333333;0.7583333333333333;0.7583333333333333
http://soa4all.isoco.net/luf/users/movies303;0.0;0;7;1.0;1.0;1.0;1.2018504251546631;1.2018504251546631;1.2018504251546631;0.8916666666666666;0.8916666666666666;0.8916666666666666
http://soa4all.isoco.net/luf/users/movies303;0.0;0;8;1.3333333333333333;1.3333333333333333;1.3333333333333333;1.699673171197595;1.699673171197595;1.699673171197595;0.7833333333333333;0.7833333333333333;0.7833333333333333
http://soa4all.isoco.net/luf/users/movies303;0.0;0;9;1.3333333333333333;1.3333333333333333;1.3333333333333333;1.632993161855452;1.632993161855452;1.632993161855452;0.8;0.8;0.8
http://soa4all.isoco.net/luf/users/movies450;0.0;0;0;0.7;0.7;0.7;1.224744871391589;1.224744871391589;1.224744871391589;0.9090909090909091;0.9090909090909091;0.9090909090909091
http://soa4all.isoco.net/luf/users/movies450;0.0;0;1;1.3;1.3;1.3;1.51657508881031;1.51657508881031;1.51657508881031;0.8606060606060606;0.8606060606060606;0.8606060606060606
http://soa4all.isoco.net/luf/users/movies450;0.0;0;2;1.5;1.5;1.5;1.70293863659264;1.70293863659264;1.70293863659264;0.8242424242424242;0.8242424242424242;0.8242424242424242
http://soa4all.isoco.net/luf/users/movies450;0.0;0;3;1.1;1.1;1.1;1.378404875209022;1.378404875209022;1.378404875209022;0.8848484848484849;0.8848484848484849;0.8848484848484849
http://soa4all.isoco.net/luf/users/movies450;0.0;0;4;1.0;1.0;1.0;1.1832159566199232;1.1832159566199232;1.1832159566199232;0.9151515151515152;0.9151515151515152;0.9151515151515152
http://soa4all.isoco.net/luf/users/movies450;0.0;0;5;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.816496580927726;0.816496580927726;0.816496580927726;0.95;0.95;0.95
http://soa4all.isoco.net/luf/users/movies450;0.0;0;6;1.4444444444444444;1.4444444444444444;1.4444444444444444;1.6666666666666667;1.6666666666666667;1.6666666666666667;0.7916666666666666;0.7916666666666666;0.7916666666666666
http://soa4all.isoco.net/luf/users/movies450;0.0;0;7;0.8888888888888888;0.8888888888888888;0.8888888888888888;1.1547005383792515;1.1547005383792515;1.1547005383792515;0.9;0.9;0.9
http://soa4all.isoco.net/luf/users/movies450;0.0;0;8;1.2222222222222223;1.2222222222222223;1.2222222222222223;1.4529663145135578;1.4529663145135578;1.4529663145135578;0.8416666666666667;0.8416666666666667;0.8416666666666667
http://soa4all.isoco.net/luf/users/movies450;0.0;0;9;0.8888888888888888;0.8888888888888888;0.8888888888888888;1.1547005383792515;1.1547005383792515;1.1547005383792515;0.9;0.9;0.9
http://soa4all.isoco.net/luf/users/movies378;0.0;0;0;0.75;0.75;0.75;1.0;1.0;1.0;0.9047619047619048;0.9047619047619048;0.9047619047619048
http://soa4all.isoco.net/luf/users/movies378;0.0;0;1;0.75;0.75;0.75;1.0;1.0;1.0;0.9047619047619048;0.9047619047619048;0.9047619047619048
http://soa4all.isoco.net/luf/users/movies378;0.0;0;2;0.625;0.625;0.625;0.9354143466934853;0.9354143466934853;0.9354143466934853;0.9166666666666666;0.9166666666666666;0.9166666666666666
http://soa4all.isoco.net/luf/users/movies378;0.0;0;3;0.25;0.25;0.25;0.5;0.5;0.5;0.9761904761904762;0.9761904761904762;0.9761904761904762
http://soa4all.isoco.net/luf/users/movies378;0.0;0;4;0.625;0.625;0.625;0.9354143466934853;0.9354143466934853;0.9354143466934853;0.9166666666666666;0.9166666666666666;0.9166666666666666
http://soa4all.isoco.net/luf/users/movies378;0.0;0;5;1.0;1.0;1.0;1.224744871391589;1.224744871391589;1.224744871391589;0.8571428571428572;0.8571428571428572;0.8571428571428572
http://soa4all.isoco.net/luf/users/movies378;0.0;0;6;0.5;0.5;0.5;0.7071067811865476;0.7071067811865476;0.7071067811865476;0.9523809523809523;0.9523809523809523;0.9523809523809523
http://soa4all.isoco.net/luf/users/movies378;0.0;0;7;0.75;0.75;0.75;1.0;1.0;1.0;0.9047619047619048;0.9047619047619048;0.9047619047619048
http://soa4all.isoco.net/luf/users/movies378;0.0;0;8;0.75;0.75;0.75;1.0;1.0;1.0;0.9047619047619048;0.9047619047619048;0.9047619047619048
http://soa4all.isoco.net/luf/users/movies378;0.0;0;9;0.75;0.75;0.75;1.0;1.0;1.0;0.9047619047619048;0.9047619047619048;0.9047619047619048
